hotel_id,city,distance,stars,rating,accommodation_type,year,month,weekend,price
4711,Istanbul,1,NA,1,Hotel,2017,11,0,108
4711,Istanbul,1,NA,1,Hotel,2018,2,1,53
4711,Istanbul,1,NA,1,Hotel,2017,12,0,434
4711,Istanbul,1,NA,1,Hotel,2017,11,1,108
4711,Istanbul,1,NA,1,Hotel,2018,5,1,59
4711,Istanbul,1,NA,1,Hotel,2017,12,0,108
4711,Istanbul,1,NA,1,Hotel,2018,3,1,88
4712,Istanbul,0.9,NA,4,Hotel,2018,3,1,35
4712,Istanbul,0.9,NA,4,Hotel,2017,12,0,41
4712,Istanbul,0.9,NA,4,Hotel,2018,4,1,35
4712,Istanbul,0.9,NA,4,Hotel,2017,11,1,41
4712,Istanbul,0.9,NA,4,Hotel,2018,5,1,35
4712,Istanbul,0.9,NA,4,Hotel,2018,1,1,35
4712,Istanbul,0.9,NA,4,Hotel,2017,12,0,167
4712,Istanbul,0.9,NA,4,Hotel,2018,2,1,35
4712,Istanbul,0.9,NA,4,Hotel,2018,6,1,35
4712,Istanbul,0.9,NA,4,Hotel,2017,11,0,41
4713,Istanbul,0.9,NA,3.4,Guest House,2017,11,0,52
4713,Istanbul,0.9,NA,3.4,Guest House,2017,12,0,335
4713,Istanbul,0.9,NA,3.4,Guest House,2018,3,1,74
4713,Istanbul,0.9,NA,3.4,Guest House,2018,4,1,74
4713,Istanbul,0.9,NA,3.4,Guest House,2017,11,1,52
4713,Istanbul,0.9,NA,3.4,Guest House,2018,6,1,52
4713,Istanbul,0.9,NA,3.4,Guest House,2018,5,1,52
4713,Istanbul,0.9,NA,3.4,Guest House,2018,1,1,74
4713,Istanbul,0.9,NA,3.4,Guest House,2017,12,0,70
4713,Istanbul,0.9,NA,3.4,Guest House,2018,2,1,74
4714,Istanbul,1,NA,3.4,Hotel,2018,5,1,36
4714,Istanbul,1,NA,3.4,Hotel,2018,1,1,38
4714,Istanbul,1,NA,3.4,Hotel,2017,11,0,24
4714,Istanbul,1,NA,3.4,Hotel,2018,3,1,26
4714,Istanbul,1,NA,3.4,Hotel,2017,12,0,178
4714,Istanbul,1,NA,3.4,Hotel,2017,12,0,27
4714,Istanbul,1,NA,3.4,Hotel,2018,4,1,36
4714,Istanbul,1,NA,3.4,Hotel,2017,11,1,41
4714,Istanbul,1,NA,3.4,Hotel,2018,6,1,36
4714,Istanbul,1,NA,3.4,Hotel,2018,2,1,26
4715,Istanbul,1.3,NA,NA,Apartment,2017,11,0,81
4715,Istanbul,1.3,NA,NA,Apartment,2018,3,1,174
4715,Istanbul,1.3,NA,NA,Apartment,2018,2,1,174
4715,Istanbul,1.3,NA,NA,Apartment,2017,12,0,81
4715,Istanbul,1.3,NA,NA,Apartment,2018,5,1,96
4715,Istanbul,1.3,NA,NA,Apartment,2017,12,0,381
4715,Istanbul,1.3,NA,NA,Apartment,2018,6,1,140
4715,Istanbul,1.3,NA,NA,Apartment,2017,11,1,81
4715,Istanbul,1.3,NA,NA,Apartment,2018,1,1,174
4716,Istanbul,1.4,2,3.2,Hostel,2017,12,0,39
4716,Istanbul,1.4,2,3.2,Hostel,2017,11,1,20
4716,Istanbul,1.4,2,3.2,Hostel,2018,6,1,20
4716,Istanbul,1.4,2,3.2,Hostel,2017,12,0,157
4716,Istanbul,1.4,2,3.2,Hostel,2017,11,0,20
4717,Istanbul,1.3,NA,3.4,Apart-hotel,2018,3,1,73
4717,Istanbul,1.3,NA,3.4,Apart-hotel,2017,11,1,73
4717,Istanbul,1.3,NA,3.4,Apart-hotel,2018,2,1,73
4717,Istanbul,1.3,NA,3.4,Apart-hotel,2018,1,1,73
4717,Istanbul,1.3,NA,3.4,Apart-hotel,2018,6,1,73
4717,Istanbul,1.3,NA,3.4,Apart-hotel,2018,4,1,73
4717,Istanbul,1.3,NA,3.4,Apart-hotel,2017,12,0,283
4717,Istanbul,1.3,NA,3.4,Apart-hotel,2018,5,1,73
4717,Istanbul,1.3,NA,3.4,Apart-hotel,2017,12,0,73
4717,Istanbul,1.3,NA,3.4,Apart-hotel,2017,11,0,73
4718,Istanbul,1.4,NA,3,Apart-hotel,2017,12,0,278
4719,Istanbul,1.1,NA,3.5,Apartment,2018,1,1,58
4719,Istanbul,1.1,NA,3.5,Apartment,2018,4,1,58
4719,Istanbul,1.1,NA,3.5,Apartment,2017,11,0,35
4719,Istanbul,1.1,NA,3.5,Apartment,2018,3,1,58
4719,Istanbul,1.1,NA,3.5,Apartment,2018,6,1,58
4719,Istanbul,1.1,NA,3.5,Apartment,2017,12,0,52
4719,Istanbul,1.1,NA,3.5,Apartment,2017,12,0,208
4719,Istanbul,1.1,NA,3.5,Apartment,2018,5,1,58
4719,Istanbul,1.1,NA,3.5,Apartment,2018,2,1,58
4719,Istanbul,1.1,NA,3.5,Apartment,2017,11,1,35
4720,Istanbul,1.1,NA,4.3,Hotel,2018,5,1,32
4720,Istanbul,1.1,NA,4.3,Hotel,2018,3,1,32
4720,Istanbul,1.1,NA,4.3,Hotel,2018,6,1,32
4720,Istanbul,1.1,NA,4.3,Hotel,2017,12,0,174
4720,Istanbul,1.1,NA,4.3,Hotel,2017,11,1,32
4720,Istanbul,1.1,NA,4.3,Hotel,2018,1,1,32
4720,Istanbul,1.1,NA,4.3,Hotel,2017,11,0,26
4720,Istanbul,1.1,NA,4.3,Hotel,2018,2,1,32
4720,Istanbul,1.1,NA,4.3,Hotel,2018,4,1,32
4720,Istanbul,1.1,NA,4.3,Hotel,2017,12,0,43
4721,Istanbul,1.2,NA,2,Hotel,2017,12,0,40
4721,Istanbul,1.2,NA,2,Hotel,2017,12,0,155
4721,Istanbul,1.2,NA,2,Hotel,2017,11,0,40
4721,Istanbul,1.2,NA,2,Hotel,2017,11,1,40
4722,Istanbul,1.3,NA,4,Hotel,2017,12,0,320
4723,Istanbul,1.1,NA,4.5,Hotel,2017,12,0,473
4723,Istanbul,1.1,NA,4.5,Hotel,2018,5,1,69
4723,Istanbul,1.1,NA,4.5,Hotel,2018,6,1,69
4723,Istanbul,1.1,NA,4.5,Hotel,2017,11,0,49
4723,Istanbul,1.1,NA,4.5,Hotel,2018,1,1,69
4723,Istanbul,1.1,NA,4.5,Hotel,2017,12,0,118
4723,Istanbul,1.1,NA,4.5,Hotel,2017,11,1,49
4723,Istanbul,1.1,NA,4.5,Hotel,2018,2,1,69
4723,Istanbul,1.1,NA,4.5,Hotel,2018,3,1,69
4723,Istanbul,1.1,NA,4.5,Hotel,2018,4,1,69
4724,Istanbul,1.1,NA,4,Apart-hotel,2017,11,1,52
4724,Istanbul,1.1,NA,4,Apart-hotel,2018,2,1,69
4724,Istanbul,1.1,NA,4,Apart-hotel,2018,4,1,69
4724,Istanbul,1.1,NA,4,Apart-hotel,2018,1,1,69
4724,Istanbul,1.1,NA,4,Apart-hotel,2018,3,1,69
4724,Istanbul,1.1,NA,4,Apart-hotel,2017,12,0,313
4724,Istanbul,1.1,NA,4,Apart-hotel,2017,11,0,52
4724,Istanbul,1.1,NA,4,Apart-hotel,2017,12,0,52
4725,Istanbul,1.1,5,4,Hotel,2018,2,1,80
4725,Istanbul,1.1,5,4,Hotel,2018,1,1,80
4725,Istanbul,1.1,5,4,Hotel,2018,3,1,83
4725,Istanbul,1.1,5,4,Hotel,2018,4,1,83
4725,Istanbul,1.1,5,4,Hotel,2018,5,1,75
4725,Istanbul,1.1,5,4,Hotel,2017,11,0,80
4725,Istanbul,1.1,5,4,Hotel,2017,12,0,394
4725,Istanbul,1.1,5,4,Hotel,2017,11,1,80
4725,Istanbul,1.1,5,4,Hotel,2018,6,1,136
4725,Istanbul,1.1,5,4,Hotel,2017,12,0,92
4726,Istanbul,1.2,NA,4.5,Hotel,2018,4,1,67
4726,Istanbul,1.2,NA,4.5,Hotel,2018,6,1,67
4726,Istanbul,1.2,NA,4.5,Hotel,2018,1,1,56
4726,Istanbul,1.2,NA,4.5,Hotel,2017,12,0,67
4726,Istanbul,1.2,NA,4.5,Hotel,2017,11,1,67
4726,Istanbul,1.2,NA,4.5,Hotel,2018,2,1,56
4726,Istanbul,1.2,NA,4.5,Hotel,2017,11,0,61
4726,Istanbul,1.2,NA,4.5,Hotel,2018,3,1,56
4726,Istanbul,1.2,NA,4.5,Hotel,2018,5,1,67
4726,Istanbul,1.2,NA,4.5,Hotel,2017,12,0,272
4727,Istanbul,1.3,3.5,4.1,Hotel,2017,11,0,172
4727,Istanbul,1.3,3.5,4.1,Hotel,2017,12,0,587
4727,Istanbul,1.3,3.5,4.1,Hotel,2017,12,0,172
4727,Istanbul,1.3,3.5,4.1,Hotel,2018,1,1,54
4727,Istanbul,1.3,3.5,4.1,Hotel,2017,11,1,172
4728,Istanbul,1.2,NA,5,Apartment,2018,3,1,73
4728,Istanbul,1.2,NA,5,Apartment,2017,11,0,61
4728,Istanbul,1.2,NA,5,Apartment,2018,5,1,73
4728,Istanbul,1.2,NA,5,Apartment,2017,12,0,84
4728,Istanbul,1.2,NA,5,Apartment,2018,4,1,73
4728,Istanbul,1.2,NA,5,Apartment,2018,6,1,73
4728,Istanbul,1.2,NA,5,Apartment,2017,11,1,61
4728,Istanbul,1.2,NA,5,Apartment,2017,12,0,327
4728,Istanbul,1.2,NA,5,Apartment,2018,2,1,73
4729,Istanbul,1.2,NA,4.5,Inn,2017,11,0,38
4729,Istanbul,1.2,NA,4.5,Inn,2017,12,0,50
4729,Istanbul,1.2,NA,4.5,Inn,2018,5,1,45
4729,Istanbul,1.2,NA,4.5,Inn,2018,2,1,45
4729,Istanbul,1.2,NA,4.5,Inn,2018,1,1,45
4729,Istanbul,1.2,NA,4.5,Inn,2017,12,0,201
4729,Istanbul,1.2,NA,4.5,Inn,2018,6,1,39
4729,Istanbul,1.2,NA,4.5,Inn,2017,11,1,45
4730,Istanbul,1.6,4,3.7,Hotel,2018,3,1,87
4730,Istanbul,1.6,4,3.7,Hotel,2018,5,1,87
4730,Istanbul,1.6,4,3.7,Hotel,2017,12,0,232
4730,Istanbul,1.6,4,3.7,Hotel,2017,12,0,58
4730,Istanbul,1.6,4,3.7,Hotel,2018,2,1,58
4730,Istanbul,1.6,4,3.7,Hotel,2017,11,1,52
4730,Istanbul,1.6,4,3.7,Hotel,2018,1,1,58
4730,Istanbul,1.6,4,3.7,Hotel,2018,6,1,87
4730,Istanbul,1.6,4,3.7,Hotel,2017,11,0,52
4730,Istanbul,1.6,4,3.7,Hotel,2018,4,1,87
4731,Istanbul,1.2,4,4.5,Hotel,2018,4,1,116
4731,Istanbul,1.2,4,4.5,Hotel,2017,12,0,94
4731,Istanbul,1.2,4,4.5,Hotel,2018,2,1,92
4731,Istanbul,1.2,4,4.5,Hotel,2017,11,0,73
4731,Istanbul,1.2,4,4.5,Hotel,2018,1,1,185
4731,Istanbul,1.2,4,4.5,Hotel,2017,11,1,91
4731,Istanbul,1.2,4,4.5,Hotel,2018,6,1,174
4731,Istanbul,1.2,4,4.5,Hotel,2017,12,0,383
4731,Istanbul,1.2,4,4.5,Hotel,2018,5,1,174
4731,Istanbul,1.2,4,4.5,Hotel,2018,3,1,116
4732,Istanbul,1.1,4,4.8,Apartment,2017,11,1,62
4732,Istanbul,1.1,4,4.8,Apartment,2017,12,0,127
4732,Istanbul,1.1,4,4.8,Apartment,2018,1,1,153
4732,Istanbul,1.1,4,4.8,Apartment,2017,12,0,510
4732,Istanbul,1.1,4,4.8,Apartment,2018,2,1,153
4732,Istanbul,1.1,4,4.8,Apartment,2017,11,0,100
4732,Istanbul,1.1,4,4.8,Apartment,2018,3,1,153
4733,Istanbul,1.1,NA,3.7,Hotel,2018,6,1,49
4733,Istanbul,1.1,NA,3.7,Hotel,2018,3,1,49
4733,Istanbul,1.1,NA,3.7,Hotel,2017,11,0,44
4733,Istanbul,1.1,NA,3.7,Hotel,2018,5,1,49
4733,Istanbul,1.1,NA,3.7,Hotel,2018,1,1,49
4733,Istanbul,1.1,NA,3.7,Hotel,2017,11,1,48
4733,Istanbul,1.1,NA,3.7,Hotel,2018,2,1,49
4733,Istanbul,1.1,NA,3.7,Hotel,2017,12,0,203
4733,Istanbul,1.1,NA,3.7,Hotel,2018,4,1,49
4733,Istanbul,1.1,NA,3.7,Hotel,2017,12,0,46
4734,Istanbul,1.2,3.5,4.4,Inn,2017,12,0,104
4734,Istanbul,1.2,3.5,4.4,Inn,2018,6,1,62
4734,Istanbul,1.2,3.5,4.4,Inn,2018,4,1,62
4734,Istanbul,1.2,3.5,4.4,Inn,2017,11,0,38
4734,Istanbul,1.2,3.5,4.4,Inn,2018,1,1,62
4734,Istanbul,1.2,3.5,4.4,Inn,2018,2,1,62
4734,Istanbul,1.2,3.5,4.4,Inn,2018,5,1,62
4734,Istanbul,1.2,3.5,4.4,Inn,2018,3,1,62
4734,Istanbul,1.2,3.5,4.4,Inn,2017,12,0,354
4734,Istanbul,1.2,3.5,4.4,Inn,2017,11,1,38
4735,Istanbul,1.1,NA,4,Bed and breakfast,2017,12,0,426
4735,Istanbul,1.1,NA,4,Bed and breakfast,2018,4,1,65
4735,Istanbul,1.1,NA,4,Bed and breakfast,2017,12,0,94
4735,Istanbul,1.1,NA,4,Bed and breakfast,2018,3,1,65
4735,Istanbul,1.1,NA,4,Bed and breakfast,2017,11,0,44
4735,Istanbul,1.1,NA,4,Bed and breakfast,2018,1,1,65
4735,Istanbul,1.1,NA,4,Bed and breakfast,2018,6,1,55
4735,Istanbul,1.1,NA,4,Bed and breakfast,2018,5,1,65
4735,Istanbul,1.1,NA,4,Bed and breakfast,2018,2,1,65
4735,Istanbul,1.1,NA,4,Bed and breakfast,2017,11,1,44
4736,Istanbul,1,4,3.2,Apartment,2017,11,1,97
4736,Istanbul,1,4,3.2,Apartment,2018,3,1,98
4736,Istanbul,1,4,3.2,Apartment,2018,1,1,98
4736,Istanbul,1,4,3.2,Apartment,2018,4,1,98
4736,Istanbul,1,4,3.2,Apartment,2017,12,0,489
4736,Istanbul,1,4,3.2,Apartment,2018,2,1,98
4736,Istanbul,1,4,3.2,Apartment,2017,11,0,97
4736,Istanbul,1,4,3.2,Apartment,2018,5,1,98
4736,Istanbul,1,4,3.2,Apartment,2017,12,0,97
4737,Istanbul,1.1,NA,4.4,Hotel,2017,12,0,505
4737,Istanbul,1.1,NA,4.4,Hotel,2017,11,1,137
4737,Istanbul,1.1,NA,4.4,Hotel,2017,12,0,86
4737,Istanbul,1.1,NA,4.4,Hotel,2018,1,1,109
4737,Istanbul,1.1,NA,4.4,Hotel,2018,2,1,109
4737,Istanbul,1.1,NA,4.4,Hotel,2017,11,0,86
4738,Istanbul,1.1,NA,NA,Apartment,2017,12,0,835
4738,Istanbul,1.1,NA,NA,Apartment,2017,12,0,139
4738,Istanbul,1.1,NA,NA,Apartment,2018,6,1,174
4738,Istanbul,1.1,NA,NA,Apartment,2018,1,1,127
4738,Istanbul,1.1,NA,NA,Apartment,2018,4,1,174
4738,Istanbul,1.1,NA,NA,Apartment,2018,3,1,156
4738,Istanbul,1.1,NA,NA,Apartment,2018,5,1,174
4738,Istanbul,1.1,NA,NA,Apartment,2018,2,1,127
4739,Istanbul,1.3,NA,4.3,Hotel,2018,3,1,40
4739,Istanbul,1.3,NA,4.3,Hotel,2017,12,0,280
4739,Istanbul,1.3,NA,4.3,Hotel,2017,12,0,70
4739,Istanbul,1.3,NA,4.3,Hotel,2018,2,1,40
4739,Istanbul,1.3,NA,4.3,Hotel,2018,4,1,61
4739,Istanbul,1.3,NA,4.3,Hotel,2017,11,1,40
4739,Istanbul,1.3,NA,4.3,Hotel,2018,5,1,61
4739,Istanbul,1.3,NA,4.3,Hotel,2018,1,1,40
4739,Istanbul,1.3,NA,4.3,Hotel,2018,6,1,61
4739,Istanbul,1.3,NA,4.3,Hotel,2017,11,0,40
4740,Istanbul,1,NA,3.2,Hotel,2018,6,1,51
4740,Istanbul,1,NA,3.2,Hotel,2018,4,1,51
4740,Istanbul,1,NA,3.2,Hotel,2017,11,1,51
4740,Istanbul,1,NA,3.2,Hotel,2017,12,0,181
4740,Istanbul,1,NA,3.2,Hotel,2017,12,0,45
4740,Istanbul,1,NA,3.2,Hotel,2018,5,1,51
4740,Istanbul,1,NA,3.2,Hotel,2017,11,0,51
4741,Istanbul,1.1,NA,4.6,Apartment,2017,12,0,856
4742,Istanbul,1.2,NA,5,Hotel,2018,1,1,78
4742,Istanbul,1.2,NA,5,Hotel,2018,2,1,78
4742,Istanbul,1.2,NA,5,Hotel,2018,4,1,78
4742,Istanbul,1.2,NA,5,Hotel,2017,11,0,78
4742,Istanbul,1.2,NA,5,Hotel,2017,12,0,305
4742,Istanbul,1.2,NA,5,Hotel,2018,5,1,78
4742,Istanbul,1.2,NA,5,Hotel,2018,3,1,78
4742,Istanbul,1.2,NA,5,Hotel,2017,12,0,78
4742,Istanbul,1.2,NA,5,Hotel,2018,6,1,78
4742,Istanbul,1.2,NA,5,Hotel,2017,11,1,78
4743,Istanbul,1.5,NA,4.1,Apartment,2017,11,1,33
4743,Istanbul,1.5,NA,4.1,Apartment,2018,3,1,33
4743,Istanbul,1.5,NA,4.1,Apartment,2018,1,1,33
4743,Istanbul,1.5,NA,4.1,Apartment,2018,5,1,33
4743,Istanbul,1.5,NA,4.1,Apartment,2017,11,0,33
4743,Istanbul,1.5,NA,4.1,Apartment,2017,12,0,240
4743,Istanbul,1.5,NA,4.1,Apartment,2018,2,1,33
4743,Istanbul,1.5,NA,4.1,Apartment,2018,6,1,33
4743,Istanbul,1.5,NA,4.1,Apartment,2018,4,1,33
4744,Istanbul,2.9,NA,NA,Hotel,2018,4,1,74
4744,Istanbul,2.9,NA,NA,Hotel,2018,5,1,74
4744,Istanbul,2.9,NA,NA,Hotel,2018,1,1,74
4744,Istanbul,2.9,NA,NA,Hotel,2017,11,0,66
4744,Istanbul,2.9,NA,NA,Hotel,2018,2,1,74
4744,Istanbul,2.9,NA,NA,Hotel,2018,3,1,74
4744,Istanbul,2.9,NA,NA,Hotel,2017,11,1,66
4744,Istanbul,2.9,NA,NA,Hotel,2018,6,1,74
4744,Istanbul,2.9,NA,NA,Hotel,2017,12,0,259
4744,Istanbul,2.9,NA,NA,Hotel,2017,12,0,74
4745,Istanbul,3.2,4,4,Hotel,2017,12,0,51
4745,Istanbul,3.2,4,4,Hotel,2017,11,0,51
4745,Istanbul,3.2,4,4,Hotel,2018,6,1,73
4745,Istanbul,3.2,4,4,Hotel,2018,4,1,73
4745,Istanbul,3.2,4,4,Hotel,2018,3,1,73
4745,Istanbul,3.2,4,4,Hotel,2017,12,0,205
4745,Istanbul,3.2,4,4,Hotel,2018,5,1,73
4745,Istanbul,3.2,4,4,Hotel,2017,11,1,51
4745,Istanbul,3.2,4,4,Hotel,2018,2,1,73
4745,Istanbul,3.2,4,4,Hotel,2018,1,1,73
4746,Istanbul,3.3,NA,3.7,Hotel,2017,11,0,54
4746,Istanbul,3.3,NA,3.7,Hotel,2018,4,1,63
4746,Istanbul,3.3,NA,3.7,Hotel,2018,6,1,63
4746,Istanbul,3.3,NA,3.7,Hotel,2018,1,1,54
4746,Istanbul,3.3,NA,3.7,Hotel,2018,3,1,54
4746,Istanbul,3.3,NA,3.7,Hotel,2018,2,1,54
4746,Istanbul,3.3,NA,3.7,Hotel,2018,5,1,63
4746,Istanbul,3.3,NA,3.7,Hotel,2017,12,0,252
4746,Istanbul,3.3,NA,3.7,Hotel,2017,11,1,58
4746,Istanbul,3.3,NA,3.7,Hotel,2017,12,0,63
4747,Istanbul,3.3,5,4.3,Hotel,2018,2,1,75
4747,Istanbul,3.3,5,4.3,Hotel,2017,12,0,87
4747,Istanbul,3.3,5,4.3,Hotel,2018,6,1,124
4747,Istanbul,3.3,5,4.3,Hotel,2017,12,0,432
4747,Istanbul,3.3,5,4.3,Hotel,2018,3,1,124
4747,Istanbul,3.3,5,4.3,Hotel,2018,1,1,75
4747,Istanbul,3.3,5,4.3,Hotel,2018,5,1,124
4747,Istanbul,3.3,5,4.3,Hotel,2017,11,0,100
4747,Istanbul,3.3,5,4.3,Hotel,2018,4,1,124
4747,Istanbul,3.3,5,4.3,Hotel,2017,11,1,75
4748,Istanbul,2.9,NA,5,Hotel,2017,11,0,69
4748,Istanbul,2.9,NA,5,Hotel,2018,4,1,78
4748,Istanbul,2.9,NA,5,Hotel,2018,3,1,78
4748,Istanbul,2.9,NA,5,Hotel,2018,6,1,78
4748,Istanbul,2.9,NA,5,Hotel,2017,12,0,69
4748,Istanbul,2.9,NA,5,Hotel,2017,12,0,315
4748,Istanbul,2.9,NA,5,Hotel,2018,5,1,78
4748,Istanbul,2.9,NA,5,Hotel,2018,2,1,64
4748,Istanbul,2.9,NA,5,Hotel,2018,1,1,64
4748,Istanbul,2.9,NA,5,Hotel,2017,11,1,69
4749,Istanbul,2.9,4,3.9,Hotel,2017,11,0,58
4749,Istanbul,2.9,4,3.9,Hotel,2018,2,1,58
4749,Istanbul,2.9,4,3.9,Hotel,2017,12,0,213
4749,Istanbul,2.9,4,3.9,Hotel,2018,1,1,50
4749,Istanbul,2.9,4,3.9,Hotel,2017,11,1,58
4749,Istanbul,2.9,4,3.9,Hotel,2017,12,0,53
4750,Istanbul,2.9,5,4.1,Hotel,2017,12,0,297
4750,Istanbul,2.9,5,4.1,Hotel,2018,4,1,87
4750,Istanbul,2.9,5,4.1,Hotel,2017,11,0,87
4750,Istanbul,2.9,5,4.1,Hotel,2017,11,1,87
4750,Istanbul,2.9,5,4.1,Hotel,2018,1,1,68
4750,Istanbul,2.9,5,4.1,Hotel,2018,3,1,74
4750,Istanbul,2.9,5,4.1,Hotel,2018,5,1,62
4750,Istanbul,2.9,5,4.1,Hotel,2017,12,0,74
4750,Istanbul,2.9,5,4.1,Hotel,2018,2,1,68
4750,Istanbul,2.9,5,4.1,Hotel,2018,6,1,138
4751,Istanbul,0.5,NA,2.7,Hotel,2018,4,1,28
4751,Istanbul,0.5,NA,2.7,Hotel,2018,1,1,28
4751,Istanbul,0.5,NA,2.7,Hotel,2018,2,1,28
4751,Istanbul,0.5,NA,2.7,Hotel,2017,12,0,112
4751,Istanbul,0.5,NA,2.7,Hotel,2017,12,0,28
4751,Istanbul,0.5,NA,2.7,Hotel,2017,11,0,28
4751,Istanbul,0.5,NA,2.7,Hotel,2017,11,1,28
4751,Istanbul,0.5,NA,2.7,Hotel,2018,5,1,28
4751,Istanbul,0.5,NA,2.7,Hotel,2018,3,1,28
4752,Istanbul,0.5,NA,2.7,Hotel,2017,12,0,201
4752,Istanbul,0.5,NA,2.7,Hotel,2018,1,1,38
4752,Istanbul,0.5,NA,2.7,Hotel,2018,4,1,38
4752,Istanbul,0.5,NA,2.7,Hotel,2018,6,1,38
4752,Istanbul,0.5,NA,2.7,Hotel,2018,2,1,38
4752,Istanbul,0.5,NA,2.7,Hotel,2018,5,1,38
4752,Istanbul,0.5,NA,2.7,Hotel,2017,11,1,27
4752,Istanbul,0.5,NA,2.7,Hotel,2018,3,1,38
4752,Istanbul,0.5,NA,2.7,Hotel,2017,12,0,27
4752,Istanbul,0.5,NA,2.7,Hotel,2017,11,0,27
4753,Istanbul,0.5,NA,3.9,Hotel,2017,12,0,129
4753,Istanbul,0.5,NA,3.9,Hotel,2018,4,1,32
4753,Istanbul,0.5,NA,3.9,Hotel,2018,6,1,32
4753,Istanbul,0.5,NA,3.9,Hotel,2017,11,1,23
4753,Istanbul,0.5,NA,3.9,Hotel,2017,12,0,23
4753,Istanbul,0.5,NA,3.9,Hotel,2018,2,1,23
4753,Istanbul,0.5,NA,3.9,Hotel,2018,3,1,32
4753,Istanbul,0.5,NA,3.9,Hotel,2018,1,1,23
4753,Istanbul,0.5,NA,3.9,Hotel,2018,5,1,32
4753,Istanbul,0.5,NA,3.9,Hotel,2017,11,0,23
4754,Istanbul,1,NA,3.7,Hotel,2017,11,0,22
4754,Istanbul,1,NA,3.7,Hotel,2017,11,1,22
4754,Istanbul,1,NA,3.7,Hotel,2017,12,0,26
4755,Istanbul,0.6,NA,2.7,Hotel,2017,11,0,32
4755,Istanbul,0.6,NA,2.7,Hotel,2017,12,0,116
4755,Istanbul,0.6,NA,2.7,Hotel,2017,12,0,464
4755,Istanbul,0.6,NA,2.7,Hotel,2017,11,1,32
4756,Istanbul,0.5,NA,4,Hotel,2018,2,1,34
4756,Istanbul,0.5,NA,4,Hotel,2017,11,0,38
4756,Istanbul,0.5,NA,4,Hotel,2017,12,0,208
4756,Istanbul,0.5,NA,4,Hotel,2018,4,1,52
4756,Istanbul,0.5,NA,4,Hotel,2017,11,1,38
4756,Istanbul,0.5,NA,4,Hotel,2017,12,0,52
4756,Istanbul,0.5,NA,4,Hotel,2018,6,1,52
4756,Istanbul,0.5,NA,4,Hotel,2018,1,1,34
4756,Istanbul,0.5,NA,4,Hotel,2018,5,1,52
4756,Istanbul,0.5,NA,4,Hotel,2018,3,1,46
4757,Istanbul,0.3,NA,NA,Hotel,2018,2,1,69
4757,Istanbul,0.3,NA,NA,Hotel,2017,11,0,69
4757,Istanbul,0.3,NA,NA,Hotel,2017,12,0,278
4757,Istanbul,0.3,NA,NA,Hotel,2018,3,1,69
4757,Istanbul,0.3,NA,NA,Hotel,2017,11,1,69
4757,Istanbul,0.3,NA,NA,Hotel,2018,1,1,69
4757,Istanbul,0.3,NA,NA,Hotel,2017,12,0,69
4758,Istanbul,0.4,NA,3.9,Hotel,2018,1,1,40
4758,Istanbul,0.4,NA,3.9,Hotel,2018,3,1,49
4758,Istanbul,0.4,NA,3.9,Hotel,2018,6,1,69
4758,Istanbul,0.4,NA,3.9,Hotel,2017,11,0,62
4758,Istanbul,0.4,NA,3.9,Hotel,2018,5,1,49
4758,Istanbul,0.4,NA,3.9,Hotel,2018,4,1,49
4758,Istanbul,0.4,NA,3.9,Hotel,2017,12,0,61
4758,Istanbul,0.4,NA,3.9,Hotel,2017,12,0,256
4758,Istanbul,0.4,NA,3.9,Hotel,2017,11,1,59
4758,Istanbul,0.4,NA,3.9,Hotel,2018,2,1,40
4759,Istanbul,0.5,NA,2.7,Hotel,2018,2,1,40
4759,Istanbul,0.5,NA,2.7,Hotel,2017,11,1,40
4759,Istanbul,0.5,NA,2.7,Hotel,2018,5,1,72
4759,Istanbul,0.5,NA,2.7,Hotel,2017,11,0,35
4759,Istanbul,0.5,NA,2.7,Hotel,2018,1,1,40
4759,Istanbul,0.5,NA,2.7,Hotel,2017,12,0,66
4759,Istanbul,0.5,NA,2.7,Hotel,2018,6,1,51
4759,Istanbul,0.5,NA,2.7,Hotel,2018,3,1,103
4759,Istanbul,0.5,NA,2.7,Hotel,2018,4,1,72
4759,Istanbul,0.5,NA,2.7,Hotel,2017,12,0,288
4760,Istanbul,0.6,NA,2,Hotel,2018,6,1,72
4760,Istanbul,0.6,NA,2,Hotel,2018,2,1,28
4760,Istanbul,0.6,NA,2,Hotel,2017,12,0,72
4760,Istanbul,0.6,NA,2,Hotel,2017,11,0,72
4760,Istanbul,0.6,NA,2,Hotel,2017,12,0,288
4760,Istanbul,0.6,NA,2,Hotel,2018,4,1,72
4760,Istanbul,0.6,NA,2,Hotel,2018,1,1,28
4760,Istanbul,0.6,NA,2,Hotel,2018,3,1,36
4760,Istanbul,0.6,NA,2,Hotel,2017,11,1,72
4760,Istanbul,0.6,NA,2,Hotel,2018,5,1,72
4761,Istanbul,0.4,NA,4.5,Hotel,2017,11,1,64
4761,Istanbul,0.4,NA,4.5,Hotel,2018,1,1,69
4761,Istanbul,0.4,NA,4.5,Hotel,2017,12,0,54
4761,Istanbul,0.4,NA,4.5,Hotel,2018,4,1,80
4761,Istanbul,0.4,NA,4.5,Hotel,2018,2,1,69
4761,Istanbul,0.4,NA,4.5,Hotel,2017,12,0,246
4761,Istanbul,0.4,NA,4.5,Hotel,2018,3,1,80
